Density,CPU_AverageExecutionTime(Seconds), GPU_AverageExecutionTime(Seconds)
0.01,6.52663100000000000000,3.96080000000000000000
0.001,.54219100000000000000,.34700530000000000000
0.0001,.09614279000000000000,.04046511000000000000
